material_id,formula,structure,description,band_gap,volume,is_gap_direct
mp-996960,AgNO2,"Full Formula (Ag2 N2 O4)
Reduced Formula: AgNO2
abc   : 4.621954 4.621954 7.561141
angles: 66.080495 66.080495 66.456272
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ag   0.035540 0.557460 0.713470    -0.0
1   Ag   0.442540 0.964460 0.286530    -0.0
2   N    0.634480 0.005740 0.744790     0.0
3   N    0.994260 0.365520 0.255210     0.0
4   O    0.818790 0.397870 0.155770     0.0
5   O    0.902960 0.583960 0.344950    -0.0
6   O    0.416040 0.097040 0.655050    -0.0
7   O    0.602130 0.181210 0.844230     0.0","AgNO2 crystallizes in the orthorhombic Pmm2 space group. The structure is one-dimensional and consists of one AgNO2 ribbon oriented in the (0, 1, 0) direction. Ag(1) is bonded in a 3-coordinate geometry to one N(1) and two equivalent O(1) atoms. The Ag(1)-N(1) bond length is 2.13 脜. Both Ag(1)-O(1) bond lengths are 2.37 脜. N(1) is bonded in a trigonal planar geometry to one Ag(1) and two equivalent O(1) atoms. Both N(1)-O(1) bond lengths are 1.26 脜. O(1) is bonded in a distorted single-bond geometry to one Ag(1) and one N(1) atom.",,129.52106453362518,
mp-1281832,CoO2,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   : 2.909550 14.077991 2.910872
angles: 85.146771 60.776880 84.712700
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.500005 0.500008 0.499996   1.321
1   Co   0.999993 0.999991 0.000009   1.322
2   O    0.723376 0.931396 0.667003  -0.143
3   O    0.172362 0.431458 0.218114  -0.143
4   O    0.827653 0.568559 0.781864  -0.143
5   O    0.276610 0.068588 0.333015  -0.143","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,103.50553984445028,
mp-624399,CdI2,"Full Formula (Cd9 I18)
Reduced Formula: CdI2
abc   : 4.285744 4.285744 64.289039
angles: 90.000000 90.000000 119.999985
pbc   : True True True
Sites (27)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Cd   0.000000 -0.000000 0.805654    -0.0
1   Cd   0.000000 -0.000000 0.916378    -0.0
2   Cd   0.000000 -0.000000 0.583637    -0.0
3   Cd   0.333333 0.666667 0.694641     0.0
4   Cd   0.666667 0.333333 0.027545     0.0
5   Cd   0.000000 -0.000000 0.139021     0.0
6   Cd   0.000000 -0.000000 0.361001    -0.0
7   Cd   0.666667 0.333333 0.472115     0.0
8   Cd   0.666667 0.333333 0.250006    -0.0
9   I    0.000000 -0.000000 0.223086    -0.0
10  I    0.666667 0.333333 0.334256     0.0
11  I    0.666667 0.333333 0.556878    -0.0
12  I    0.000000 -0.000000 0.721564    -0.0
13  I    0.000000 -0.000000 0.445389    -0.0
14  I    0.333333 0.666667 0.276922     0.0
15  I    0.333333 0.666667 0.054317     0.0
16  I    0.333333 0.666667 0.610394    -0.0
17  I    0.666667 0.333333 0.889614    -0.0
18  I    0.333333 0.666667 0.943132     0.0
19  I    0.666667 0.333333 0.112232     0.0
20  I    0.000000 -0.000000 0.000799     0.0
21  I    0.333333 0.666667 0.165778     0.0
22  I    0.666667 0.333333 0.778895     0.0
23  I    0.333333 0.666667 0.387765     0.0
24  I    0.333333 0.666667 0.832414    -0.0
25  I    0.666667 0.333333 0.667733    -0.0
26  I    0.333333 0.666667 0.498839     0.0","CdI2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CdI2 sheet oriented in the (0, 0, 1) direction. Cd(1) is bonded to six equivalent I(1) atoms to form edge-sharing CdI6 octahedra. All Cd(1)-I(1) bond lengths are 3.02 脜. I(1) is bonded in a distorted T-shaped geometry to three equivalent Cd(1) atoms.",,1022.6337460705528,
mp-1337236,TeO3,"Full Formula (Te6 O18)
Reduced Formula: TeO3
abc   : 6.474426 6.474426 11.346960
angles: 90.000000 90.000000 119.999997
pbc   : True True True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.669490 0.000000 0.502421    -0.0
1   Te   0.669490 0.669490 0.002421    -0.0
2   Te   0.000000 0.330510 0.002421    -0.0
3   Te   0.000000 0.669490 0.502421    -0.0
4   Te   0.330510 0.330510 0.502421    -0.0
5   Te   0.330510 0.000000 0.002421    -0.0
6   O    0.666667 0.333333 0.027291     0.0
7   O    0.333333 0.666667 0.527291     0.0
8   O    0.666667 0.333333 0.527291     0.0
9   O    0.333333 0.666667 0.027291     0.0
10  O    0.000000 0.000000 0.958351     0.0
11  O    0.000000 0.000000 0.458351     0.0
12  O    0.386216 0.000000 0.847110     0.0
13  O    0.386216 0.386216 0.347110     0.0
14  O    0.000000 0.613784 0.347110     0.0
15  O    0.000000 0.386216 0.847110     0.0
16  O    0.613784 0.613784 0.847110     0.0
17  O    0.613784 0.000000 0.347110     0.0
18  O    0.268644 0.000000 0.157136     0.0
19  O    0.268644 0.268644 0.657136     0.0
20  O    0.000000 0.731356 0.657136     0.0
21  O    0.000000 0.268644 0.157136     0.0
22  O    0.731356 0.731356 0.157136     0.0
23  O    0.731356 0.000000 0.657136     0.0","TeO3 crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one TeO3 sheet oriented in the (0, 0, 1) direction. Te(1) is bonded to two equivalent O(1) and three equivalent O(2) atoms to form corner-sharing TeO5 trigonal bipyramids. Both Te(1)-O(1) bond lengths are 1.80 脜. All Te(1)-O(2) bond lengths are 2.17 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to one Te(1) atom. In the second O site, O(2) is bonded in a trigonal planar geometry to three equivalent Te(1) atoms.",,411.91980020758905,
mp-10228,NbSe2,"Full Formula (Nb1 Se2)
Reduced Formula: NbSe2
abc   : 3.518272 3.518273 6.528630
angles: 90.000000 90.000000 120.000012
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Nb   -0.000000 -0.000000 -0.000000    -0.0
1   Se   0.666667 0.333333 0.747839     0.0
2   Se   0.333333 0.666667 0.252161     0.0","NbSe2Br2 crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one NbSe2Br2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded in a 8-coordinate geometry to two equivalent Se(1), two equivalent Se(2), and four equivalent Br(1) atoms. Both Nb(1)-Se(1) bond lengths are 2.64 脜. Both Nb(1)-Se(2) bond lengths are 2.66 脜. There are two shorter (2.77 脜) and two longer (2.79 脜) Nb(1)-Br(1) bond lengths. There are two inequivalent Se sites. In the first Se site, Se(1) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. In the second Se site, Se(2) is bonded in a 2-coordinate geometry to two equivalent Nb(1) atoms. Br(1) is bonded in a water-like geometry to two equivalent Nb(1) atoms.",,69.98606492239914,
mp-753163,HoIO,"Full Formula (Ho2 I2 O2)
Reduced Formula: HoIO
abc   : 11.209448 11.209448 11.209447
angles: 20.113126 20.113126 20.113124
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ho   0.375664 0.375664 0.375664    -0.0
1   Ho   0.624336 0.624336 0.624336    -0.0
2   I    0.108381 0.108381 0.108381     0.0
3   I    0.891619 0.891619 0.891619     0.0
4   O    0.307369 0.307369 0.307369     0.0
5   O    0.692631 0.692631 0.692631     0.0","HoOI is lead oxide-derived structured and crystallizes in the tetragonal P4/nmm space group. The structure is two-dimensional and consists of one HoOI sheet oriented in the (0, 0, 1) direction. Ho(1) is bonded in a 4-coordinate geometry to four equivalent O(1) and four equivalent I(1) atoms. All Ho(1)-O(1) bond lengths are 2.24 脜. All Ho(1)-I(1) bond lengths are 3.35 脜. O(1) is bonded to four equivalent Ho(1) atoms to form a mixture of corner and edge-sharing OHo4 tetrahedra. I(1) is bonded in a 4-coordinate geometry to four equivalent Ho(1) atoms.",,145.7202231300763,
mp-1572,GaSe,"Full Formula (Ga4 Se4)
Reduced Formula: GaSe
abc   : 3.773437 3.773436 16.520792
angles: 90.000000 90.000000 119.999984
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ga   -0.000000 -0.000000 0.073922    -0.0
1   Ga   -0.000000 0.000000 0.926078    -0.0
2   Ga   0.666667 0.333333 0.426126    -0.0
3   Ga   0.666667 0.333333 0.573874    -0.0
4   Se   0.666667 0.333333 0.856175     0.0
5   Se   0.666667 0.333333 0.143825     0.0
6   Se   0.333333 0.666667 0.643815     0.0
7   Se   0.333333 0.666667 0.356185     0.0","GaSe crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one GaSe sheet oriented in the (0, 0, 1) direction. Ga(1) is bonded in a 4-coordinate geometry to one Ga(1) and three equivalent Se(1) atoms. The Ga(1)-Ga(1) bond length is 2.46 脜. All Ga(1)-Se(1) bond lengths are 2.49 脜. Se(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Ga(1) atoms.",,203.72095751026427,
mp-754113,TmClO,"Full Formula (Tm2 Cl2 O2)
Reduced Formula: TmClO
abc   : 3.706843 4.154520 9.200602
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Tm   0.500000 0.000000 0.111954     0.0
1   Tm   0.000000 0.500000 0.888046     0.0
2   Cl   0.000000 0.000000 0.317022    -0.0
3   Cl   0.500000 0.500000 0.682978    -0.0
4   O    0.000000 0.000000 0.969396    -0.0
5   O    0.500000 0.500000 0.030604    -0.0","TmOCl crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one TmOCl sheet oriented in the (0, 0, 1) direction. Tm(1) is bonded to four equivalent O(1) and two equivalent Cl(1) atoms to form a mixture of distorted corner and edge-sharing TmCl2O4 octahedra. The corner-sharing octahedral tilt angles are 41掳. There are two shorter (2.19 脜) and two longer (2.26 脜) Tm(1)-O(1) bond lengths. Both Tm(1)-Cl(1) bond lengths are 2.63 脜. O(1) is bonded to four equivalent Tm(1) atoms to form a mixture of corner and edge-sharing OTm4 tetrahedra. Cl(1) is bonded in an L-shaped geometry to two equivalent Tm(1) atoms.",,141.69068199164695,
mp-1245098,TiO2,"Full Formula (Ti30 O60)
Reduced Formula: TiO2
abc   : 10.591124 10.784737 10.486176
angles: 89.967950 83.831993 83.356281
pbc   : True True True
Sites (90)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ti   0.179526 0.347938 0.385167     0.0
1   Ti   0.855828 0.100869 0.526859     0.0
2   Ti   0.522565 0.806525 0.643023     0.0
3   Ti   0.753446 0.790949 0.199293     0.0
4   Ti   0.295511 0.439812 0.073415     0.0
5   Ti   0.422149 0.163141 0.204816     0.0
6   Ti   0.995325 0.560251 0.263469     0.0
7   Ti   0.557752 0.521103 0.080982     0.0
8   Ti   0.638068 0.544534 0.762433     0.0
9   Ti   0.484698 0.368541 0.455122     0.0
10  Ti   0.373231 0.039564 0.828942     0.0
11  Ti   0.897065 0.426715 0.540390     0.0
12  Ti   0.085634 0.430125 0.801196     0.0
13  Ti   0.071970 0.872302 0.636008     0.0
14  Ti   0.166303 0.186588 0.027158     0.0
15  Ti   0.304875 0.653961 0.810903     0.0
16  Ti   0.875022 0.300176 0.256593     0.0
17  Ti   0.298672 0.229952 0.607448     0.0
18  Ti   0.604491 0.222348 0.735610     0.0
19  Ti   0.683909 0.560139 0.373169     0.0
20  Ti   0.923446 0.045844 0.167622     0.0
21  Ti   0.830169 0.767067 0.486295     0.0
22  Ti   0.858604 0.014167 0.840058     0.0
23  Ti   0.318499 0.900200 0.394957     0.0
24  Ti   0.105112 0.904030 0.959648     0.0
25  Ti   0.660029 0.248768 0.027898     0.0
26  Ti   0.264666 0.640900 0.284923     0.0
27  Ti   0.163288 0.613828 0.568167     0.0
28  Ti   0.875199 0.514487 0.970518     0.0
29  Ti   0.687803 0.761220 0.950389     0.0
30  O    0.008988 0.873956 0.825279     0.0
31  O    0.286662 0.803615 0.257153    -0.0
32  O    0.794562 0.948516 0.199519    -0.0
33  O    0.498578 0.266212 0.320899    -0.0
34  O    0.476307 0.893130 0.797447    -0.0
35  O    0.307419 0.397448 0.490979    -0.0
36  O    0.791778 0.220871 0.134770    -0.0
37  O    0.226735 0.539276 0.717381    -0.0
38  O    0.645458 0.583044 0.210980     0.0
39  O    0.571963 0.124467 0.104024    -0.0
40  O    0.338593 0.068055 0.667488    -0.0
41  O    0.187209 0.210041 0.485080    -0.0
42  O    0.774028 0.601598 0.839627    -0.0
43  O    0.167037 0.936957 0.496974    -0.0
44  O    0.698281 0.747868 0.372147    -0.0
45  O    0.323723 0.128680 0.063868    -0.0
46  O    0.937113 0.373209 0.865384    -0.0
47  O    0.059457 0.923648 0.135366    -0.0
48  O    0.861007 0.922373 0.468481    -0.0
49  O    0.746489 0.902009 0.866392    -0.0
50  O    0.533341 0.528870 0.455749    -0.0
51  O    0.374449 0.037274 0.311079    -0.0
52  O    0.006699 0.735001 0.567337    -0.0
53  O    0.234711 0.777748 0.930714    -0.0
54  O    0.697181 0.112866 0.610833    -0.0
55  O    0.031718 0.564611 0.913005    -0.0
56  O    0.447248 0.856214 0.503628    -0.0
57  O    0.204947 0.287689 0.747103    -0.0
58  O    0.268992 0.311949 0.230405    -0.0
59  O    0.557477 0.636884 0.952730    -0.0
60  O    0.914553 0.461756 0.151955    -0.0
61  O    0.936791 0.054206 0.980270    -0.0
62  O    0.182662 0.350984 0.987078    -0.0
63  O    0.029712 0.472038 0.628484    -0.0
64  O    0.208124 0.763831 0.682049    -0.0
65  O    0.866782 0.575932 0.425823    -0.0
66  O    0.708538 0.422664 0.018006    -0.0
67  O    0.040025 0.191403 0.156615    -0.0
68  O    0.480432 0.159452 0.837925    -0.0
69  O    0.885908 0.138462 0.343154    -0.0
70  O    0.745007 0.383695 0.363526    -0.0
71  O    0.483816 0.267830 0.600286    -0.0
72  O    0.930148 0.717910 0.250311    -0.0
73  O    0.597129 0.387841 0.788820    -0.0
74  O    0.000639 0.370314 0.364617    -0.0
75  O    0.729123 0.172417 0.867836    -0.0
76  O    0.945180 0.029623 0.667558    -0.0
77  O    0.192995 0.042871 0.903176    -0.0
78  O    0.821911 0.700112 0.040799    -0.0
79  O    0.397162 0.542753 0.199479    -0.0
80  O    0.291485 0.667784 0.459374    -0.0
81  O    0.736100 0.501967 0.613220    -0.0
82  O    0.129609 0.548192 0.393005    -0.0
83  O    0.333984 0.534046 0.933223    -0.0
84  O    0.484363 0.360637 0.058657    -0.0
85  O    0.696745 0.777344 0.621571    -0.0
86  O    0.882742 0.264188 0.573021    -0.0
87  O    0.614242 0.827107 0.102879    -0.0
88  O    0.478964 0.651800 0.715907    -0.0
89  O    0.163893 0.560566 0.160284    -0.0",TiO2 is Cyanogen Chloride-derived structured and crystallizes in the hexagonal P6/mmm space group. The structure is zero-dimensional and consists of one titanium dihydroxide molecule. Ti(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ti(1)-O(1) bond lengths are 1.72 脜. O(1) is bonded in a single-bond geometry to one Ti(1) atom.,,1182.7412595916207,
mp-27980,U(OF)2,"Full Formula (U1 O2 F2)
Reduced Formula: U(OF)2
abc   : 5.807547 5.807547 5.807546
angles: 42.479742 42.479742 42.479745
pbc   : True True True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   U    -0.000000 -0.000000 -0.000000     0.0
1   O    0.111488 0.111488 0.111488    -0.0
2   O    0.888512 0.888512 0.888512    -0.0
3   F    0.332798 0.332798 0.332798    -0.0
4   F    0.667202 0.667202 0.667202    -0.0","UO2F2 crystallizes in the hexagonal P6/mmm space group. The structure is two-dimensional and consists of one UO2F2 sheet oriented in the (0, 0, 1) direction. U(1) is bonded to two equivalent O(1) and six equivalent F(1) atoms to form distorted edge-sharing UO2F6 hexagonal bipyramids. Both U(1)-O(1) bond lengths are 1.78 脜. All U(1)-F(1) bond lengths are 2.44 脜. O(1) is bonded in a single-bond geometry to one U(1) atom. F(1) is bonded in a trigonal planar geometry to three equivalent U(1) atoms.",,80.88558889288106,
mp-1352191,SnO2,"Full Formula (Sn16 O32)
Reduced Formula: SnO2
abc   : 6.089320 6.089320 20.943701
angles: 79.589826 79.589826 65.562360
pbc   : True True True
Sites (48)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Sn   0.612677 0.112940 0.122603     0.0
1   Sn   0.227408 0.227408 0.252003     0.0
2   Sn   0.112940 0.612677 0.122603     0.0
3   Sn   0.146318 0.146318 0.532894    -0.0
4   Sn   0.836850 0.340989 0.382479    -0.0
5   Sn   0.727236 0.727236 0.251951     0.0
6   Sn   0.419160 0.419160 0.777865     0.0
7   Sn   0.340989 0.836850 0.382479    -0.0
8   Sn   0.124810 0.624567 0.624315    -0.0
9   Sn   0.820730 0.820730 0.472538    -0.0
10  Sn   0.624567 0.124810 0.624315    -0.0
11  Sn   0.897963 0.402820 0.865710     0.0
12  Sn   0.402820 0.897963 0.865710     0.0
13  Sn   0.102887 0.102887 0.713750    -0.0
14  Sn   0.997776 0.997776 0.992775     0.0
15  Sn   0.501235 0.501235 0.993777     0.0
16  O    0.289416 0.792804 0.051350    -0.0
17  O    0.904977 0.904977 0.180253    -0.0
18  O    0.792804 0.289416 0.051350    -0.0
19  O    0.819619 0.819619 0.064716    -0.0
20  O    0.405775 0.405775 0.180200    -0.0
21  O    0.517674 0.018957 0.309221     0.0
22  O    0.433868 0.934810 0.194087    -0.0
23  O    0.151798 0.151798 0.436073     0.0
24  O    0.018957 0.517674 0.309221     0.0
25  O    0.321480 0.321480 0.064572    -0.0
26  O    0.050417 0.050417 0.325887     0.0
27  O    0.934810 0.433868 0.194087    -0.0
28  O    0.800765 0.315907 0.563531     0.0
29  O    0.660670 0.660670 0.431843     0.0
30  O    0.649269 0.164200 0.442603     0.0
31  O    0.427912 0.427912 0.680031     0.0
32  O    0.315907 0.800765 0.563531     0.0
33  O    0.550359 0.550359 0.325182     0.0
34  O    0.309942 0.309942 0.573200     0.0
35  O    0.164200 0.649269 0.442603     0.0
36  O    0.936711 0.936711 0.676360     0.0
37  O    0.077731 0.593718 0.809094    -0.0
38  O    0.934204 0.449796 0.686093     0.0
39  O    0.683635 0.683635 0.924297    -0.0
40  O    0.593718 0.077731 0.809094    -0.0
41  O    0.821276 0.821276 0.569479     0.0
42  O    0.585009 0.585009 0.813892    -0.0
43  O    0.449796 0.934204 0.686093     0.0
44  O    0.181184 0.181184 0.923802    -0.0
45  O    0.215941 0.712900 0.934671    -0.0
46  O    0.092658 0.092658 0.810924    -0.0
47  O    0.712900 0.215941 0.934671    -0.0","SnO2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one SnO2 sheet oriented in the (0, 0, 1) direction. Sn(1) is bonded to six equivalent O(1) atoms to form edge-sharing SnO6 octahedra. All Sn(1)-O(1) bond lengths are 2.12 脜. O(1) is bonded in a distorted trigonal non-coplanar geometry to three equivalent Sn(1) atoms.",,690.4936203742467,
